Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,71.27580261230469,71.43000030517578,71.02999877929688,71.27580261230469,71.27580261230469,0
2020-01-02,71.0250015258789,71.40550231933594,71.0250015258789,71.0250015258789,71.0250015258789,0
2020-01-03,71.41500091552734,71.99500274658203,71.22979736328125,71.41500091552734,71.41500091552734,0
2020-01-06,71.72000122070312,72.19000244140625,71.7030029296875,71.73100280761719,71.73100280761719,0
2020-01-07,72.0199966430664,72.03260040283203,71.66899871826172,71.78700256347656,71.78700256347656,0
2020-01-08,72.16000366210938,72.5,71.34449768066406,72.16000366210938,72.16000366210938,0
2020-01-09,71.62999725341797,71.62999725341797,71.10199737548828,71.41190338134766,71.41190338134766,0
2020-01-10,71.39250183105469,71.39250183105469,70.8290023803711,71.19429779052734,71.19429779052734,0
2020-01-13,70.9530029296875,70.98999786376953,70.64800262451172,70.9530029296875,70.9530029296875,0
2020-01-14,70.71890258789062,70.95249938964844,70.60649871826172,70.71890258789062,70.71890258789062,0
2020-01-15,71.1050033569336,71.1050033569336,70.66000366210938,70.84510040283203,70.84510040283203,0
2020-01-16,70.93250274658203,71.0999984741211,70.6614990234375,70.71800231933594,70.71800231933594,0
2020-01-17,71.1624984741211,71.1624984741211,70.83599853515625,70.94560241699219,70.94560241699219,0
2020-01-20,71.03369903564453,71.25,70.72000122070312,71.03469848632812,71.03469848632812,0
2020-01-21,71.24250030517578,71.37000274658203,71.02999877929688,71.03099822998047,71.03099822998047,0
2020-01-22,71.2040023803711,71.41500091552734,71.06649780273438,71.16999816894531,71.16999816894531,0
2020-01-23,71.06999969482422,71.45249938964844,71.06999969482422,71.0781021118164,71.0781021118164,0
2020-01-24,71.32219696044922,71.51000213623047,71.20850372314453,71.32099914550781,71.32099914550781,0
2020-01-27,71.31999969482422,71.63500213623047,71.31999969482422,71.32499694824219,71.32499694824219,0
2020-01-28,71.65499877929688,71.65499877929688,71.1780014038086,71.44000244140625,71.44000244140625,0
2020-01-29,71.2301025390625,71.42500305175781,71.16850280761719,71.23040008544922,71.23040008544922,0
2020-01-30,71.30000305175781,71.71199798583984,71.30000305175781,71.30000305175781,71.30000305175781,0
2020-01-31,71.63999938964844,71.63999938964844,71.27749633789062,71.63999938964844,71.63999938964844,0
2020-02-03,71.54499816894531,71.69999694824219,71.2655029296875,71.49649810791016,71.49649810791016,0
2020-02-04,71.31410217285156,71.51499938964844,71.08499908447266,71.31410217285156,71.31410217285156,0
2020-02-05,71.10040283203125,71.27999877929688,71.09989929199219,71.0999984741211,71.0999984741211,0
2020-02-06,71.18099975585938,71.39749908447266,71.12100219726562,71.18000030517578,71.18000030517578,0
2020-02-07,71.47000122070312,71.57099914550781,71.17749786376953,71.47000122070312,71.47000122070312,0
2020-02-10,71.50499725341797,71.50800323486328,71.25900268554688,71.5155029296875,71.5155029296875,0
2020-02-11,71.47000122070312,71.47000122070312,71.17150115966797,71.27999877929688,71.27999877929688,0
2020-02-12,71.27549743652344,71.4749984741211,71.06400299072266,71.27529907226562,71.27529907226562,0
2020-02-13,71.29650115966797,71.49189758300781,71.23580169677734,71.29620361328125,71.29620361328125,0
2020-02-14,71.26850128173828,71.59600067138672,71.25640106201172,71.26850128173828,71.26850128173828,0
2020-02-17,71.5177001953125,71.5177001953125,71.26899719238281,71.51480102539062,71.51480102539062,0
2020-02-18,71.34929656982422,71.6135025024414,71.33000183105469,71.34919738769531,71.34919738769531,0
2020-02-19,71.79000091552734,71.81500244140625,71.4209976196289,71.57499694824219,71.57499694824219,0
2020-02-20,71.63289642333984,71.91950225830078,71.54740142822266,71.82749938964844,71.82749938964844,0
2020-02-21,72.11000061035156,72.11000061035156,71.66999816894531,72.11000061035156,72.11000061035156,0
2020-02-24,71.87000274658203,72.3550033569336,71.76699829101562,71.88680267333984,71.88680267333984,0
2020-02-25,72.04669952392578,72.29499816894531,71.59300231933594,72.04669952392578,72.04669952392578,0
2020-02-26,71.87000274658203,72.13749694824219,71.52559661865234,71.87000274658203,71.87000274658203,0
2020-02-27,71.66339874267578,71.95249938964844,71.53500366210938,71.66339874267578,71.66339874267578,0
2020-02-28,71.93000030517578,72.81500244140625,71.62750244140625,71.93000030517578,71.93000030517578,0
2020-03-02,72.52899932861328,73.38749694824219,71.95249938964844,72.1500015258789,72.1500015258789,0
2020-03-03,72.42350006103516,73.5999984741211,72.34249877929688,72.82499694824219,72.82499694824219,0
